,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
14628,Thuja plicata,45.584724,-122.727831,8,2023-11-25T11:31:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14629,Rubus ursinus,45.469181,-122.506983,NA,2023-11-21T09:23:10,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14630,Thuja plicata,43.848382,-122.65947,5,2023-11-19T13:02:47,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14631,Thuja plicata,43.700915,-122.284724,10,2023-11-19T11:14:24,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14632,Populus trichocarpa,45.470812,-122.65677,10,2023-09-19T12:05:19,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14633,Xerophyllum tenax,44.384961,-122.003205,1698,2023-10-23T11:22:12,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14634,Quercus garryana,45.325675,-122.577064,NA,2023-11-19T14:10:11,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14635,Populus trichocarpa,45.435138,-122.618225,4,2023-11-21T13:18:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14636,Populus trichocarpa,45.50637,-122.75035,4,2023-11-21T12:57:28,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14637,Thuja plicata,43.979137,-124.10623,3,2023-11-16T14:42:48,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14638,Thuja plicata,45.507817,-122.685137,4,2023-11-21T13:04:42,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14639,Populus trichocarpa,45.434892,-122.617705,4,2023-11-21T13:18:07,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14640,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:31:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14641,Quercus garryana,44.566139,-123.334006,3,2023-11-19T10:30,2023,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14642,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:10:57,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14643,Thuja plicata,45.518189,-122.71666,9,2023-11-02T12:08:31,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14644,Quercus garryana,44.525747,-123.295406,NA,2023-11-08T08:45:57,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14645,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:10:30,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14646,Rubus ursinus,45.567991,-122.862857,5,2023-11-15T10:37:06,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14647,Pinus ponderosa,45.959645,-117.272005,9,2023-11-14T07:37:14,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14648,Rubus ursinus,45.568102,-122.863373,45,2023-11-15T10:33:28,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14649,Pinus ponderosa,45.96337,-117.273528,9,2023-11-14T07:38:11,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14650,Pinus ponderosa,45.904372,-117.263778,122,2023-11-14T07:33:03,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14651,Thuja plicata,44.753578,-123.326651,27285,2023-11-17T14:30:20,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14652,Thuja plicata,45.519352,-122.666712,133,2023-11-14T16:31,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14653,Rubus ursinus,43.848385,-122.659797,20,2023-11-19T13:03:25,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14654,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:17:47,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14655,Quercus garryana,42.22116,-123.041967,3,2023-10-08T12:51:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14656,Quercus garryana,42.162453,-122.90355,4,2023-05-23T18:42:24,2023,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14657,Thuja plicata,45.540273,-122.555643,6,2023-11-16T12:16:55,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14658,Thuja plicata,45.537067,-122.540684,9,2023-11-16T12:03:37,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14659,Pinus ponderosa,45.897292,-117.261762,3400,2023-11-14T07:35:46,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14660,Pinus ponderosa,45.645505,-117.275845,9,2023-11-14T07:09:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14661,Salix scouleriana,45.310306,-121.387206,NA,2023-08-08T11:31:49,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14662,Xerophyllum tenax,42.169803,-123.293853,9,2023-11-19T12:57:24,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14663,Quercus garryana,42.710992,-123.844481,4,2022-05-26T15:22,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14664,Quercus garryana,42.710943,-123.829105,NA,2022-05-26T15:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14665,Thuja plicata,45.545716,-122.494129,40,2023-11-16T13:05:10,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14666,Quercus garryana,42.274081,-122.804386,31,2021-07-28T09:09,2021,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14667,Thuja plicata,45.338891,-122.494836,30,2023-11-20T15:48:42,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14668,Thuja plicata,45.499933,-122.689379,4,2023-11-20T15:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14669,Populus trichocarpa,45.526767,-122.814605,6,2023-11-16T16:53:19,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14670,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:14:24,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14671,Pinus ponderosa,45.830355,-117.261773,8,2023-11-14T07:23:24,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14672,Pinus ponderosa,45.750925,-117.275743,8,2023-11-14T07:17:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14673,Thuja plicata,45.456225,-122.767242,4,2023-11-20T13:17:02,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14674,Thuja plicata,45.549287,-122.882933,469,2023-11-12T15:35:23,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14675,Rubus ursinus,43.702151,-122.285906,7,2023-11-19T11:20:04,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14676,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:29:57,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14677,Quercus garryana,42.351387,-122.79248,3,2023-06-18T11:22:35,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14678,Populus trichocarpa,43.701701,-122.284969,14,2023-11-19T11:19:44,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14679,Xerophyllum tenax,44.167404,-122.380735,27380,2023-11-19T10:53:06,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14680,Quercus garryana,44.935313,-123.034931,23,2023-10-19T07:41:38,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14681,Quercus garryana,45.278636,-122.282479,2582,2023-11-19T12:52:21,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14682,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:22:57,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14683,Thuja plicata,45.433217,-122.611855,3,2023-11-21T13:19:39,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14684,Quercus garryana,45.53403,-122.824433,4,2023-11-16T16:56:04,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14685,Quercus garryana,42.602533,-122.838228,4,2023-08-02T09:01:21,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14686,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:18:13,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14687,Populus trichocarpa,45.52853,-122.831642,4,2023-11-14T16:11:15,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14688,Thuja plicata,45.544329,-122.493279,8,2023-11-16T12:47:15,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14689,Thuja plicata,45.556141,-122.563932,9,2023-11-16T11:22:33,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14690,Pinus ponderosa,45.897292,-117.261762,3400,2023-11-14T07:32:28,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14691,Quercus garryana,42.223459,-123.756297,27661,2023-08-02T13:56:20,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14692,Rubus ursinus,45.45625,-122.766197,4,2023-11-20T13:25:10,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14693,Thuja plicata,45.502637,-122.692186,9,2023-11-20T15:36:41,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14694,Populus trichocarpa,45.50598,-122.753555,5,2023-11-21T12:57:09,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14695,Thuja plicata,45.638703,-122.844588,4,2023-11-15T15:33:45,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14696,Quercus garryana,42.160514,-122.618522,5,2023-05-19T17:30:46,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14697,Pinus ponderosa,45.811737,-117.260033,9,2023-11-14T07:21:56,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14698,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:30:39,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14699,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:11:59,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14700,Pinus ponderosa,45.569462,-122.862312,3,2023-11-11T15:37:34,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14701,Pinus ponderosa,45.887402,-117.261397,9,2023-11-14T07:31:59,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14702,Pinus ponderosa,45.877618,-117.269508,164,2023-11-14T07:31:34,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14703,Pinus ponderosa,45.639695,-117.271948,9,2023-11-14T07:08:25,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14704,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:12:40,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14705,Thuja plicata,45.54551,-122.494299,38,2023-11-16T13:09:42,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14706,Rubus ursinus,45.19432,-122.39617,15,2023-11-14T15:44,2023,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14707,Pinus ponderosa,45.897292,-117.261762,3400,2023-11-14T07:34:29,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14708,Pinus ponderosa,45.80568,-117.26187,8,2023-11-14T07:21:30,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14709,Pinus ponderosa,45.775007,-117.269043,7,2023-11-14T07:19:13,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14710,Pinus ponderosa,45.784763,-117.26891,8,2023-11-14T07:19:37,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14711,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:11:29,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14712,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:29:18,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14713,Pinus ponderosa,45.97235,-117.272947,7,2023-11-14T07:39:22,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14714,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:09:47,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14715,Pinus ponderosa,45.791923,-117.269683,9,2023-11-14T07:20:21,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14716,Pinus ponderosa,45.97054,-117.275098,9,2023-11-14T07:39:03,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14717,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:07:56,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14718,Pinus ponderosa,45.569295,-122.862358,3,2023-11-11T15:36:56,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14719,Pinus ponderosa,45.81461,-117.260858,9,2023-11-14T07:22:21,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14720,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:16:38,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14721,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:06:33,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14722,Pinus ponderosa,45.897292,-117.261762,3400,2023-11-14T07:33:33,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14723,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:13:55,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14724,Thuja plicata,45.54849,-122.551706,9,2023-11-16T11:48:39,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14725,Thuja plicata,45.545558,-122.493753,39,2023-11-16T12:57:57,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14726,Pinus ponderosa,45.86373,-117.265363,3099,2023-11-14T07:28:49,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14727,Pinus ponderosa,45.456021,-117.375034,3299,2023-11-14T07:13:27,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14728,Pinus ponderosa,45.897292,-117.261762,3400,2023-11-14T07:33:55,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14729,Pinus ponderosa,45.691528,-117.275322,8,2023-11-14T07:13:02,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14730,Thuja plicata,45.479613,-122.687783,4,2023-11-14T12:28:28,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14731,Pinus ponderosa,45.931858,-117.270405,8,2023-11-14T07:35:10,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14732,Pinus ponderosa,45.836202,-117.264837,4,2023-11-14T07:27:23,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14733,Thuja plicata,45.525647,-121.433922,NA,2023-11-11T14:36:45,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14734,Thuja plicata,45.689275,-122.684738,4,2023-10-15T21:35:31,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14735,Quercus garryana,42.018428,-122.612922,4,2023-10-14T09:27:19,2023,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14736,Thuja plicata,45.510788,-122.67731,14,2023-11-16T14:58:18,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14737,Quercus garryana,42.348849,-122.785367,261,2021-07-31T12:20:23,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14738,Populus trichocarpa,44.199154,-123.089005,27380,2023-11-10T13:30,2023,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14739,Quercus garryana,42.466275,-122.882347,9,2021-10-03T08:28:14,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14740,Quercus garryana,42.466963,-122.88694,4,2023-06-21T12:10:26,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
14741,Quercus garryana,42.708994,-123.791411,4,2022-05-26T13:41,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
